CODIGO;DENOMINACION;GRUPO_CODIGO;GRUPO_NOMBRE;SECCION_CODIGO;SECCION_NOMBRE;SUBSECCION_CODIGO;SUBSECCION_NOMBRE;SITUACION
38564;Linfadenectomía conservadora retroperitoneal (aórtica y/o esplénica) para clasificación de la etapa del cáncer (procedimiento separado);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.5;Subsección Sistemas Linfático y Hemático;ACTIVO
44025;Colotomía para exploración, biopsia, remoción de cuerpo extraño;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44050;Reducción de vólvulo, intususcepción, hernia interna, mediante laparotomía;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44055;Corrección de malrotación mediante lisis de bandas duodenales y/o reducción de vólvulo de intestino medio (p. ej. Procedimiento de Ladd);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44100;Biopsia de intestino mediante cápsula o tubo, vía peroral (uno o más ejemplares);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44110;"Escisión de una o más lesiones de intestino delgado o grueso que no requieren anastomosis, exteriorización o fistulización; enterotomia única";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44111;"Escisión de una o más lesiones de intestino delgado o grueso que no requieren anastomosis, exteriorización o fistulización; enterotomias múltiples";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44121;Enterectomía, resección del intestino delgado, cada resección y anastomosis adicionales. (registrar por separado adicionalmente al código primario);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44125;Enterectomía, resección del intestino delgado, con enterotomia;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44126;"Enterectomía; resección de intestino delgado debido a atresia congénita, anastomosis y resección únicas de segmento proximal de intestino sin reducción del calibre de las asas";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44127;"Enterectomía; resección de intestino delgado debido a atresia congénita, anastomosis y resección únicas de segmento proximal de intestino con reducción del calibre de las asas";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44128;"Enterectomía; resección de intestino delgado debido a atresia congénita, cada anastomosis y resección de segmento proximal de intestino adicional (registrar por separado adicionalmente al código primario)";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44131;Cirugía de duplicación intestinal;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44132;Enterectomía abierta en donante, (incluye preservación en frío), de donante cadavérico;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44133;Enterectomía abierta en donante, (incluye preservación en frío), de donante vivo;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44135;Alotransplante intestinal, de donante cadáver;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44136;Alotransplante intestinal, de donante vivo;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44137;Remoción completa de transplante intestinal alográfico;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44139;Movilización (desmontado) de ángulo esplénico realizado en conjunción con colectomía parcial (registrar por separado adicionalmente al código primario);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44140;Colectomía parcial con anastomosis;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44141;Colectomía parcial con cecostomia con exteriorización a la piel o colostomia;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44143;Colectomía parcial con colostomia y cierre de segmento distal (procedimiento tipo Harmann);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44144;Colectomía parcial con resección, con colostomia o ileostomía y creación de fístula mucosa;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44145;Colectomía parcial con coloproctostomía (anastomosis pélvica baja);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44146;Colectomía parcial con coloproctostomía (anastomosis pélvica baja), con colostomia;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
63011;Laminectomía con exploración y/o descompresión de médula espinal o cola de caballo, sin facetectomía, foraminotomía o discotomia (p. ej. estenosis espinal) en uno o dos segmentos vertebrales a nivel sacro;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63012;Laminectomía con remoción de facetas anormales y/o istmo (pars inter-articularis) con decompresión de cauda equina y raices nerviosas por espondilolistesis, lumbar (procedimiento tipo Gill);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63015;"Laminectomía con exploración y/o descompresión de médula espinal y/o cola de caballo, sin facetectomía, foraminotomía o discotomia (p. ej. estenosis espinal) en más de dos segmentos vertebrales; cervical";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63016;"Laminectomía con exploración y/o descompresión de médula espinal y/o cola de caballo, sin facetectomía, foraminotomía o discotomia (p. ej. estenosis espinal) en más de dos segmentos vertebrales; torácico";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63017;Laminectomía con exploración y/o descompresión de médula espinal y/o cola de caballo, sin facetectomía, foraminotomía o discotomia (p. ej. estenosis espinal) en más de dos segmentos vertebrales a nivel lumbar;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63020;Laminotomía (hemilaminectomia) con descompresión de raíces neurales, incluyendo facetectomía parcial, foraminotomía y/o Escición de disco intervertebral herniado, en un interespacio a nivel cervical;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63030;Laminotomía (hemilaminectomia) con descompresión de raíces neurales, incluyendo facetectomía parcial, foraminotomía y/o Escición de disco intervertebral herniado, en un interespacio a nivel lumbar;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63031;Laminectomía con discectomía;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63032;Hernia del nucleo pulposo (HNP);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63035;"Laminotomía (hemilaminectomia) con descompresión de raíces neurales, incluyendo facetectomía parcial, foraminotomía y/o Escición de disco intervertebral herniado; cada interespacio adicional, nivel cervical o lumbar (registrar por separado además del código para el procedimiento primario)";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63040;"Laminotomía (hemilaminectomia) con descompresión de raíces neurales, incluyendo facetectomía parcial, foraminotomía y/o Escición de disco intervertebral herniado, reexploración de un sólo interespacio; nivel cervical";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63042;"Laminotomía (hemilaminectomia) con descompresión de raíces neurales, incluyendo facetectomía parcial, foraminotomía y/o Escición de disco intervertebral herniado, reexploración de un sólo interespacio; nivel lumbar";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63043;Laminotomía (hemilaminectomia) con descompresión de raíces neurales, incluyendo facetectomía parcial, foraminotomía y/o Escición de disco intervertebral herniado, reexploración de un interespacio, cada interespacio cervical adicional (registrar separadamente además del código para el procedimiento primario);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63044;"Laminotomía (hemilaminectomia) con descompresión de raíces neurales, incluyendo facetectomía parcial, foraminotomía y/o Escición de disco intervertebral herniado, reexploración un interespacio; cada interespacio lumbar adicional (registrar separadamente además del código para el procedimiento primario)";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63045;"Laminectomía, facetectomía y foraminotomía (uni o bilateral con descompresión medular, de cola de caballo y/o raíces neurales, (p. ej. Estenosis de receso lateral o vertebral), segmento vertebral único; cervical";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63046;"Laminectomía, facetectomía y foraminotomía (uni o bilateral con descompresión medular, de cola de caballo y/o raíces neurales, (p. ej. Estenosis de receso lateral o vertebral), segmento vertebral único; torácico";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63047;"Laminectomía, facetectomía y foraminotomía (uni o bilateral con descompresión medular, de cola de caballo y/o raíces neurales, (p. ej. Estenosis de receso lateral o vertebral), segmento vertebral único; lumbar";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63048;"Laminectomía, facetectomía y foraminotomía (uni o bilateral con descompresión medular, de cola de caballo y/o raíces neurales, (p. ej. Estenosis de receso lateral o vertebral), segmento vertebral único; cada segmento cervical, torácico o lumbar adicional. (registrar por separado adicionalmente al código del procedimiento primario)";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63049;Cada segmento adicional, cervical, torácico o lumbar (anote separadamente en adición al código del procedimiento primario).foraminectomia;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
63050;Laminoplastía, cervical, con descompresión medular, 2 o más segmentos vertebrales;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.14;Subsección Sistema Nervioso;ACTIVO
67113;Reparación de desprendimiento complejo de retina (Ejemplo: vitreoretinopatia proliferativa, estadio C-1 o mayor, desprendimiento de retina por tracción diabética, retinopatía de la prematuridad, desgarro retinal mayor de 90 grados), con vitrectomia y peeling de membrana, puede incluir taponamiento de aire, gas o aceite de silicona, crioterapia, fotocoagulación endoláser, drenaje de fluido subretinal, cerlaje escleral y/o retiro de cristalino;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.15;Subsección Ojos y Anexos Oculares;ACTIVO
67115;Liberación de material que rodea al ojo ubicado en el segmento posterior;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.15;Subsección Ojos y Anexos Oculares;ACTIVO
43888;"Procedimiento gástrico restrictivo abierto; remoción y remplazo (únicamente) del puerto subcutáneo";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43999;Procedimiento en estómago que no aparece en la lista;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43999.01;Gastrolísis y ascenso gástrico transhiatal por laparotomía;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44005;Enterolisis, (liberación de adherencias intestinales) (procedimiento separado);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44010;Duodenotomía para exploración, biopsia, remoción de cuerpo extraño;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44011;Diverticulización duodenal;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44015;Yeyunostomía con tubo o catéter, para alimentación enteral, realizada durante una cirugía, por cualquier método (registrar por separado adicionalmente al código primario);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44020;Enterotomía, intestino delgado diferente a duodeno, para exploración, biopsia, o remoción de cuerpo extraño;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44021;Enterotomía, intestino delgado diferente a duodeno, para descompresion (p. ej. tubo de Baker);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49205;"Escición o destrucción, abierta, de tumores intra-abdominales, quistes o endometriomás, 1 o más peritoneal, mesentérico o retroperitoneal primario o tumores secundarios; tumor más grande de 10.0 cm de diámetro";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49215;Escición de tumor presacro o sacrococcígeo;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49220;Celiotomía (laparotomía) para clasificación del estadío de la Enfermedad de Hodgkin o de linfoma (incluye esplenectomía, biopsia con aguja o abierta de ambos lóbulos hepáticos, posiblemente también el retiro de ganglios abdominales, biopsia de ganglio abdominal y/o médula ósea, reposicionamiento de ovario);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49250;Umbilectomía, onfalectomía, Escición de ombligo (procedimiento separado);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49255;Omentectomía, epiploectomía, resección de epiplón (procedimiento separado);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49320;Laparoscopía diagnóstica, abdomen, peritoneo y epiplón, con o sin colección de muestras por cepillado o lavado (procedimiento separado);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49321;Laparoscopía quirúrgica, con biopsia (única o múltiple);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49322;Laparoscopía quirúrgica, con aspiración de cavidad o quiste (p. ej. quiste ovárico) (único o múltiple);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49323;Laparoscopía quirúrgica, con drenaje de linfocele a cavidad peritoneal;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49324;Laparoscopía quirúrgica, con inserción intraperitoneal de cánula tunelizada;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49325;Laparoscopía quirúrgica, con revisión de cánula o catéter intraperitoneal previamente colocado, con retiro de material obstructivo, si es que se realizara;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49326;Laparoscopía quirúrgica, con omentopexia (registrar por separado adicionalmente al código del procedimiento primario);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49327;"Laparoscopía quirúrgica; con colocación de dispositivo(s) intersticial(es) para guía de la terapia de radiación (marcadores de reparo, dosímetro), intraabdominal, intrapélvico, y/o retroperitoneo, incluyendo guía de imágenes, si se realiza, única o múltiple (registrar adicionalmente, además del código para el procedimiento primario)";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49329;Procedimiento laparoscopico en abdomen, peritoneo y epiplón no listado;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49330;Drenaje percutáneo por condiciones intra o paraperitoneales asistido por laparoscopía;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49335;Extirpación de cuerpo extraño peritoneal de la cavidad peritoneal por vía laparoscopía;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49340;Escición o destrucción, mediante cualquier método de tumores o quistes o endometriomas intraabdominales o retroperitoneales por vía laparoscópica;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49345;Escición de tumor presacro o sacrococcígeo por vía laparoscópica;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49350;Omentectomía, epiploectomía, resección de epiplon por vía laparoscópica;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49400;Inyección de aire o material de contraste en cavidad peritoneal (procedimiento separado);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49402;Remoción de cuerpo extraño peritoneal de la cavidad peritoneal;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49405;"Drenaje y colección de fluido mediante catéter con orientación por imágenes (p. ej. Absceso, hematoma, seroma, linfocele, quiste); visceral (p. ej. Riñón, hígado, bazo, pulmón/mediastino), percutáneo";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
42956;Control de hemorragia orofaríngea, primaria o secundaria;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
42960;"Control de hemorragia orofaríngea, primaria o secundaria (p. ej. post-amigdalectomía); simple";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
42961;"Control de hemorragia orofaríngea, primaria o secundaria (p. ej. post-amigdalectomía); complicada, que requiera hospitalización";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
42962;"Control de hemorragia orofaríngea, primaria o secundaria (p. ej. post-amigdalectomía); con intervención quirúrgica secundaria";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
42970;"Control de hemorragia nasofaríngea, primaria o secundaria (p. ej. post-adenoidectomía); simple, con empaque nasal posterior, con o sin empaques anteriores y/o cauterización";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
42971;"Control de hemorragia nasofaríngea, primaria o secundaria (p. ej. post-adenoidectomía); con complicaciones, que requiera hospitalización";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
42972;"Control de hemorragia nasofaríngea, primaria o secundaria (p. ej. post-adenoidectomía); con intervención quirúrgica secundaria";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
42999;Procedimiento que no aparece en la lista, faringe, adenoides, o amígdalas;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43020;Esofagotomía, abordaje cervical, con remoción de cuerpo extraño;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43030;Miotomía cricofaríngea;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43045;Esofagotomía, abordaje torácico, con extirpación de cuerpo extraño;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43100;"Escición de lesión de esófago, con corrección primaria; abordaje cervical";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43101;"Escición de lesión de esófago, con corrección primaria; abordaje torácico o abdominal";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43107;Esofaguectomía total o casi total, sin toracotomía, con faringogastrostomía o esofagogastrostomía cervical, con o sin piloroplastía (transhiatal);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43108;Esofaguectomía total o casi total, sin toracotomía, con interposición de colon o reconstrucción de intestino delgado, incluyendo movilización, preparación y anastomosis de intestino;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43112;Esofaguectomía total o casi total, con toracotomía, con faringogastrostomía o esofagogastrostomía cervical, con o sin piloroplastía;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
43113;Esofaguectomía total o casi total, con toracotomía, con interposición de colon o reconstrucción de intestino delgado, incluyendo movilización, preparación y anastomosis de intestino;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
45999;Procedimiento del recto que no aparece en la lista;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46020;Colocación de seton;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46030;Remoción de seton anal, otro marcador;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46040;Incisión y drenaje de absceso isquiorrectal y/o perirrectal (procedimiento separado);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46045;Incisión y drenaje de absceso intramural, intramuscular o submucoso, transanal, bajo anestesia;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46050;Incisión y drenaje, absceso perianal, superficial;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46060;Incisión y drenaje de absceso intramural o isquiorectal, con fistulectomía o fistulotomía, submuscular, con o sin colocación de seton;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46070;Incisión de septum anal (lactante);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46080;Esfinterectomía anal, con división de esfínter (procedimiento separado);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46083;Incisión de hemorroide trombosada externa;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46200;Fisurectomía, incluye esfinterectomía, cuando se realice;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46210;Criptectomía;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46220;Escición de papila anal externa/acrocordon único, ano;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46221;Hemorroidectomía, interna, mediante banda de caucho;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46230;Escición de múltiples papilas anales externas/acrocordones, ano;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46250;Hemorroidectomía externa, 2 o más columnas/grupos;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46255;Hemorroidectomía interna y externa, columna/grupo único;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
46257;"Hemorroidectomía interna y externa, columna/grupo único; con fisurectomía";1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44147;Colectomía parcial, abordaje abdominal y transanal;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44151;Colectomía total abdominal, sin proctectomía, con ileostomía continente;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44155;Colectomía total abdominal, con protectomía, con ileostomía;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44156;Colectomía total abdominal, con proctectomía, con ileostomía continente;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44157;Colectomía total abdominal, con proctectomía, con anastomosis ileoanal, incluye ileostomía en asa y mucosectomia rectal, cuando se realice;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44158;Colectomía total abdominal, con proctectomía, con anastomosis ileoanal, creacion de reservorio ileal (S o J), incluye ileostomía en asa y mucosectomia rectal, cuando se realice;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49419;Inserción intraperitoneal de catéter tunelizado, con reservorio subcutáneo, (es decir, totalmente implantables);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49421;Inserción intraperitoneal de catéter tunelizado para diálisis, abierta;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49422;Remoción de catéter intraperitoneal tunelizado;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49423;Cambio, bajo orientación radiológica, de catéter de drenaje de absceso o quiste previamente colocado (procedimiento separado);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49424;Inyección de material de contraste para evaluación de absceso o quiste a través de catéter o tubo previamente colocado (procedimiento separado);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49425;Inserción de cortocircuito peritoneo-venoso;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49426;Revisión de cortocircuito peritoneo-venoso;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49427;Procedimiento de inyección (p. ej. material de contraste) para evaluación de corto circuito peritoneo-venoso colocado previamente;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49428;Ligadura de corto circuito peritoneo-venoso;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49429;Remoción de corto circuito peritoneo-venoso;1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
49435;Inserción de extensión subcutánea a cánula o catéter intraperitoneal con sitio remoto de salida en tórax (Registrar por separado, además del código de procedimiento primario);1;Servicios médicos y estomatológicos;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
