CODIGO;DENOMINACION;GRUPO_CODIGO;GRUPO_NOMBRE;SECCION_CODIGO;SECCION_NOMBRE;SUBSECCION_CODIGO;SUBSECCION_NOMBRE;SITUACION
92132;Obtención de imágenes computarizadas diagnósticas de ojo, segmento anterior, con interpretación y reporte, unilateral o bilateral TOMOGRAFÍA DEL SEGMENTO ANTERIOR (incluye imágenes de múltiples tramas) con interpretación y reporte;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.9;Subsección OftalmologÍa;ACTIVO
86021.01;Identificación de anti musculo liso;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86146.01;Determinación de Anticuerpos a la Beta 2, glicoproteína I IgM;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
87163.01;Cultivo de líquidos corporales (LCR, pleural, ascítico, pericardio, amniótico, otros) con MIC;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.4;Subsección Microbiología;ACTIVO
87210.01;Tinta china en líquidos biológicos;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.4;Subsección Microbiología;ACTIVO
87910.01;"Análisis de genotipo de agente infeccioso a partir de ácido nucleico (DNA); citomegalovirus asociado a resistencia a antivirales";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.4;Subsección Microbiología;ACTIVO
83516.01;Antitransglutaminasa IgM;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.1;Subsección Bioquímica;ACTIVO
85999.03;Estudio de Hemostasia por Tromboelastografía;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.2;Subsección Hematología y Coagulación;ACTIVO
86376.01;Anti lkm-1;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
88182.01;Citometría-índice ADN;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.6;Subsección Citopatología;ACTIVO
88185.01;Citometría de flujo para detección de HPN;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.6;Subsección Citopatología;ACTIVO
88200.02;Citometría de Flujo de Células Progenitoras con Depleción Celular   TCR ?/ß y CD19;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.6;Subsección Citopatología;ACTIVO
82270;"Determinación cualitativa de sangre oculta en heces por actividad peroxidasa (prueba de guayacol); con muestras recolectadas consecutivamente para medicion única, como parte de tamizaje de neoplasia colorrectal (se le provee al paciente de tres recipientes para recolección consecutiva)";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.1;Subsección Bioquímica;ACTIVO
84408;Tetrahydrocannabinol THC (marihuana);1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.1;Subsección Bioquímica;ACTIVO
86000.01;Brucella: aglutinaciones en lamina;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86000.02;Brucella: aglutinaciones en tubo;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86021.02;ANCA (ANCA c/ANCAp);1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86021.03;ANCA (ANCA-MPO/ANCA-PR3);1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86235;"Anticuerpos contra antígeno nuclear extraíble, cualquier método (p. ej. nRNP, SSA, SS-B, Sm, RNPScl70, JO1), cada anticuerpo (ENA anticuerpos; Anti-ENA)";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86256.01;Anticuerpos Fluorescentes contra agente no infeccioso en superficie celular para encefalitis autoinmune (ejem. R-NMDA/LGI-1/R-AMPA/R- GABA B/R-GABA A/DPPX);1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86256.02;Anticuerpos Fluorescentes contra agente no infeccioso intracelular para encefalitis autoinmune (ejem. ANNA-1/AntiHu/Anti Ma2/ANNA-2/Anti CV2/CRMP5/Anti GAD 65);1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86328;"Inmunoensayo para anticuerpo (s) para agente infeccioso, cualitativo o semicuantitativo, método de paso único (ej., tira reactiva); coronavirus 2 del síndrome respiratorio agudo severo (SARS-CoV-2) (enfermedad por coronavirus [COVID-19])";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86682.01;"Anticuerpos; Toxocara canis IgM";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86682.02;"Anticuerpos; Toxocara canis IgG";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86701;"Detección de anticuerpos; HIV-1";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86702;"Detección de anticuerpos; HIV-2";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86703;Detección de anticuerpos HIV 1-2;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86704;"Detección de anticuerpo contra el antígeno de la nucleocápside de la hepatitis B (HBcAb); total";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86735.01;"Anticuerpo contra paperas; IgM";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
86735.02;"Anticuerpo contra paperas; IgG";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.3;Subsección Inmunología;ACTIVO
99199.30;"Estudio de Validación del donante de
corazón para trasplante, incluye ecocardiografía, pruebas de laboratorio, de función cardiaca y estudio anatomo
patológico.";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.23;"Subsección Otros
Servicios y Procedimientos";ACTIVO
99199.31;"Estudio Validación del donante de pulmón
para trasplante, incluye estudio radiológico o tomográfico de pulmón, pruebas de laboratorio y de función pulmonar y
estudio anatomo patológico.";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.23;Subsección Otros Servicios y Procedimientos;ACTIVO
99199.32;"Estudio de Validación del donante de
hígado para trasplante, incluye ecografía hepática, pruebas de laboratorio de función hepática y estudio anatomo
patológico.";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.23;"Subsección Otros
Servicios y Procedimientos";ACTIVO
99199.33;"Estudio Validación del donante de intestino
para trasplante, incluye estudio de imágenes, pruebas de laboratorio y estudio anatomo patológico.";1;"Servicios
médicos y estomatológicos";1.6;Sección Medicina;1.6.23;Subsección Otros Servicios y Procedimientos;ACTIVO
99199.34;"Estudio Validación del donante de riñón
para trasplante, incluye ecografía renal, pruebas de laboratorio de función renal y estudio anatomo patológico.";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.23;Subsección Otros Servicios y Procedimientos;ACTIVO
99199.35;"Estudio Validación del donante de
páncreas-riñón para trasplante, incluye ecografía pancrato-renal, pruebas de laboratorio y estudio anatomo patológico.";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.23;"Subsección Otros Servicios y
Procedimientos";ACTIVO
99199.36;"Evaluación para la certificación de la
muerte encefálica.";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.23;"Subsección Otros
Servicios y Procedimientos";ACTIVO
99295.06;"Mantenimiento del donante cadavérico
(Atención en unidad de cuidados intensivos paciente en muerte encefálica, día paciente)";1;"Servicios médicos y
estomatológicos";1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99443.02;"Transporte asistido del donante potencial
de órganos y tejidos que requiere asistencia médica avanzada durante el traslado";1;"Servicios médicos y
estomatológicos";1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99443.03;"Traslado de órganos y tejidos para
trasplante";1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;"Subsección
Evaluación y Manejo";ACTIVO
81400.04;"Detección molecular de cromosoma X, Y, y
gen SRY";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.1;"Subsección
Bioquímica";ACTIVO
81415;"Exoma (p. ej., síndrome o trastorno
constitucional o hereditario inexplicable); análisis de secuencia";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.1;Subsección Bioquímica;ACTIVO
81329;"Análisis del gen SMN1 (supervivencia de
neurona motora 1, telomérico) (p. ej., atrofia muscular espinal); análisis de dosis/deleción (p. ej., prueba de portador),
incluye el análisis del gen SMN2 (supervivencia de neurona motora 2, centromérico), si fuera realizado.";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.1;Subsección Bioquímica;ACTIVO
81329.01;"Detección de deleción del exón 7 del gen
SMN1 (p.ej., atrofia muscular espinal)";1;Servicios médicos y estomatológicos;1.5;"Sección Patología y
Laboratorio";1.5.1;Subsección Bioquímica;ACTIVO
81402.01;"Detección de deleción en exón 3 del gen
BSCL2 (p.ej., lipodistrofia generalizada congénita tipo 2)";1;Servicios médicos y estomatológicos;1.5;"Sección
Patología y Laboratorio";1.5.1;Subsección Bioquímica;ACTIVO
81400.02;"Detección de mutación P250R en el gen
FGFR3 (p.ej., síndrome Muenke)";1;Servicios médicos y estomatológicos;1.5;"Sección Patología y
Laboratorio";1.5.1;Subsección Bioquímica;ACTIVO
81400.03;"Detección de mutación Gly12Ser del gen
HRAS (p.ej., síndrome Costello)";1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.1;Subsección Bioquímica;ACTIVO
77285.01;"Establecimiento de campos asistido por
PET-CT; intermedia (p.ej.:3D-CRT, IMRT o VMAT";1;Servicios médicos y estomatológicos;1.4;"Sección
Radiología (incluye Medicina Nuclear y Diagnóstico por Ultrasonido)";1.4.7;Subsección Radiación en Oncología;ACTIVO
44120.01;Resección radical de intestino delgado;1;Servicios médicos y estomatológic os;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44130;Anastomosis del Intestino Delgado;1;Servicios médicos y estomatológic os;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44130.01;Anastomosis del Intestino Delgado laparoscópica;1;Servicios médicos y estomatológic os;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44140.01;Hemicolectomía radical (derecha, izquierda o transversa);1;Servicios médicos y estomatológic os;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44150;Colectomía sub total;1;Servicios médicos y estomatológic os;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
44155.01;Colectomía total con anastomosis íleo-anal;1;Servicios médicos y estomatológic os;1.2;Sección Cirugía;1.2.7;Subsección Sistema Digestivo;ACTIVO
99215.22;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de medicina ocupacional y del medio ambiente;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.23;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de medicina oncológica;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.24;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de nefrología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.25;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de neonatología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.26;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de neumología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.27;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de neurocirugía;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.28;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de neurología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.29;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de oftalmología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.30;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de ortopedia y traumatología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.31;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de otorrinolaringología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.32;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de pediatría;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.33;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de radioterapia;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.34;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de reumatología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.35;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de urología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99215.36;Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador que no está especificada;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.17;Atención paciente-día hospitalización continuada en cirugía oncológica;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.18;Atención paciente-día hospitalización continuada en dermatología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.19;Atención paciente-día hospitalización continuada en endocrinología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.20;Atención paciente-día hospitalización continuada en gastroenterología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.21;Atención paciente-día hospitalización continuada en geriatría;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.22;Atención paciente-día hospitalización continuada en inmunología y alergia;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.23;Atención paciente-día hospitalización continuada en medicina de enfermedades infecciosas y tropicales;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.24;Atención paciente-día hospitalización continuada en medicina física y de rehabilitación;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.25;Atención paciente-día hospitalización continuada en medicina interna;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.26;Atención paciente-día hospitalización continuada en medicina oncológica;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.27;Atención paciente-día hospitalización continuada en nefrología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.28;Atención paciente-día hospitalización continuada en neonatología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.29;Atención paciente-día hospitalización continuada en neumología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.30;Atención paciente-día hospitalización continuada en neurología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.31;Atención paciente-día hospitalización continuada en pediatría;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.32;Atención paciente-día hospitalización continuada en psiquiatría;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.33;Atención paciente-día hospitalización continuada en radioterapia;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.34;Atención paciente-día hospitalización continuada en reumatología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.35;Atención paciente-día hospitalización especializada continuada que no está especificada;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99249.01;Valoración geriátrica integral - VGI;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99499.13;Telecapacitación;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99499.14;Teleinformación, educación y comunicación (TeleIEC);1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
96361;"Infusión intravenosa, hidratación; inicial, cada hora adicional (registrar por separado además del código para el procedimiento principal)";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96365;"Infusión intravenosa, para terapia, profilaxis o diagnóstico (especificar la sustancia o medicamento); inicial, hasta 1 hora";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96366;"Infusión intravenosa, para terapia, profilaxis o diagnóstico (especificar la sustancia o medicamento); inicial, cada hora adicional (registrar por separado además del código del procedimiento principal)";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96367;"Infusión intravenosa, para terapia, profilaxis o diagnóstico (especificar sustancia o medicamento); infusión secuencial adicional, hasta 1 hora (registrar por separado además del código del procedimiento principal)";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96368;"Infusión intravenosa, para terapia, profilaxis o diagnóstico (especificar sustancia o medicamento); infusión concurrente (registrar por separado además del código del procedimiento principal)";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96369;"Infusión subcutánea para terapia o profilaxis (especificar sustancia o medicamento); inicial, hasta 1 hora, incluyendo ajuste de la bomba y establecimiento de lugar de infusión subcutánea(s)";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96370;"Infusión subcutánea para terapia o profilaxis (especificar sustancia o medicamento); cada hora adicional (registrar separadamente además del código del procedimiento principal)";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96371;"Infusión subcutánea para terapia o profilaxis (especificar sustancia o medicamento); configuración de bomba adicional con establecimiento de nuevo(s) lugar(es) de infusión subcutánea(s) (registrar por separado además del código para el procedimiento principal)";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96372;"Inyección terapéutica, profiláctica o diagnóstica (especificar sustancia o medicamento); subcutánea o intramuscular";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96373;"Inyección terapéutica, profiláctica o diagnóstica (especificar sustancia o medicamento); intra-arterial";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96374;"Inyección terapéutica, profiláctica o diagnóstica (especificar sustancia o medicamento); bolo intravenoso, inicial, de sustancia o medicamento";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96375;"Inyección terapéutica, profiláctica o diagnóstica (especificar sustancia o medicamento); cada bolo secuencial adicional de un nuevo medicamento, sustancia (registrar por separado además del código para el procedimiento principal)";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96376;"Inyección terapéutica, profiláctica o diagnóstica (especificar sustancia o medicamento); cada bolo secuencial adicional del mismo medicamento, sustancia en un establecimiento de salud (registrar por separado además del código para el procedimiento principal)";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96379;Inyección o infusión intra-arterial o intravenosa terapéutica, profiláctica o diagnóstica no mencionada;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96379.01;Infusión de células progenitoras;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
96379.02;Reinfusión de células progenitoras;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.4;Subsección Hidratación e Infusiones e Inyecciones Diagnósticas, Terapeúticas o Profilácticas (excluye Quimioterapia);ACTIVO
97006.04;Confección de férulas y ortésis simples;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.20;Subsección Medicina Física y Rehabilitación;ACTIVO
99199.58;Recolección de muestra para tuberculosis;1;Servicios médicos y estomatológicos;1.5;Sección Patología y Laboratorio;1.5.9;"Subsección Otros
Procedimientos";ACTIVO
97007;"Aplicación de tanque Whirlpool (incluye procedimiento terapéutico); hidroterapia en tanque de Whirlpool (MMII) por sesión";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.20;Subsección Medicina Física y Rehabilitación;ACTIVO
97124;"Procedimiento terapéutico, 1 o más áreas, cada 15 minutos; masaje, incluyendo frotamiento (Effleurage), compresión (Petrissage), percusión";1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.20;Subsección Medicina Física y Rehabilitación;ACTIVO
97525;Prueba para la evaluación de la cualidades físicas no especificado (p.ej., acelerómetro, etc.);1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.20;Subsección Medicina Física y Rehabilitación;ACTIVO
97532;Desarrollo de habilidades cognitivas para mejorar la atención, memoria, resolución de problemas, (incluye entrenamiento compensatorio), contacto directo con el paciente (cara a cara), cada 15 minutos;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.20;Subsección Medicina Física y Rehabilitación;ACTIVO
99053;Servicio(s) provisto entre las 10 pm y las 8 am en un establecimiento de 24 horas, además del proporcionado en servicio convencional;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.22;Subsección Servicios, Procedimientos y Reportes Especiales;ACTIVO
99070;Artículos y materiales (excepto anteojos) proporcionados por el médico u otro profesional de la salud calificado y que exceden los que habitualmente se incluyen con la visita al consultorio u otros servicios proporcionados (deben anotarse las drogas, bandejas, artículos o materiales proporcionados);1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.22;Subsección Servicios, Procedimientos y Reportes Especiales;ACTIVO
99071;Artículos educacionales, tales como libros, cintas y folletos, proporcionados por el médico para educar al paciente, costeado por médico u otro profesional de la salud calificado;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.22;Subsección Servicios, Procedimientos y Reportes Especiales;ACTIVO
99188;Colocación de sonda naso yeyunal para soporte nutricional enteral;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.23;Subsección Otros Servicios y Procedimientos;ACTIVO
99188.01;Colocación de sonda orogástrica/nasogástrica;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.23;Subsección Otros Servicios y Procedimientos;ACTIVO
99188.02;Colocación de Sonda Rectal;1;Servicios médicos y estomatológicos;1.6;Sección Medicina;1.6.23;Subsección Otros Servicios y Procedimientos;ACTIVO
99208.02;Provisión de preservativos masculino;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99211;Consulta ambulatoria para la evaluación y manejo de un paciente continuador, nivel I;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99211.01;Consulta ambulatoria para la evaluación y manejo de un paciente continuador, nivel I (control y seguimiento de daños agudos);1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99211.02;Consulta ambulatoria para la evaluación y manejo de un paciente continuador, nivel I (control y seguimiento de daños crónicos);1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99214.05;Estudio médico para dictamen SOAT;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.01;Atención paciente-día hospitalización especializada continuada en Quemados;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
99231.02;Atención paciente-día hospitalización especializada continuada en Cardiología;1;Servicios médicos y estomatológicos;1.7;Sección Evaluación y Manejo;1.7.1;Subsección Evaluación y Manejo;ACTIVO
